رقم الملف,رقم القرار,تاريخ القرار,محكمة الاستئناف,القاعدة القانونية,معاينة القرار الاستئنافي
2021/8223/2354,2023/8223/940,2023-02-06,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر بالأداء المستأنفة,
2022/1221/270,2023/1221/400,2023-02-06,محكمة الاستئناف بأكادير,القضايا الاستعجالية المستانفة,
2022/8205/4870,2023/8205/916,2023-02-06,محكمة الاستئناف التجارية بالدار البيضاء,الأصول التجارية,
2022/8221/4791,2023/8221/924,2023-02-06,محكمة الاستئناف التجارية بالدار البيضاء,المعاملات البنكية,
2022/8221/853,2023/8221/936,2023-02-06,محكمة الاستئناف التجارية بالدار البيضاء,المعاملات البنكية,
2022/8222/5783,2023/8222/928,2023-02-06,محكمة الاستئناف التجارية بالدار البيضاء,القروض البنكية,
2021/8222/4870,2023/8222/941,2023-02-06,محكمة الاستئناف التجارية بالدار البيضاء,القروض البنكية,
2022/8222/4168,2023/8222/946,2023-02-06,محكمة الاستئناف التجارية بالدار البيضاء,القروض البنكية,
2022/8228/5449,2023/8228/925,2023-02-06,محكمة الاستئناف التجارية بالدار البيضاء,المنازعات الناشئة بين الشركات التجارية,
2023/8227/290,2023/8227/932,2023-02-06,محكمة الاستئناف التجارية بالدار البيضاء,الإختصاص,
2022/1221/223,2023/1221/401,2023-02-06,محكمة الاستئناف بأكادير,‫• تذييل الحكم التحكيمي بالصيغة التنفيذية- وجوب إيداع الحكم التحكيمي.‬‬ ‫• يتعين ايداع اصل الحكم التحكيمي مصحوبا باتفاق التحكيم لدى كتابة الضبط من طرف‬‬ ‫احد الحكمين او الطرف الاكثر استعجالا داخل اجل سبعة ايام من تاريخ صدوره، الاجل الذي‬‬ ‫اصبح ‪ 15‬بمقتضى المادة ‪ 55‬من القانون رقم ‪ 95/17‬المتعلق بالتحكيم والوساطة الاتفاقية.‬‬‬‬‬ ‫• يعتبر ايداع الحكم التحكيمي مناط اختصاص رئيس المحكمة في التذييل بالصيغة التنفيذية.‬‬ ‫• يعتبر الطرف الاكثر استعجاليا القرار بالإيداع لأن مراقبة هذا الاجراء تنصب على وجود‬‬ ‫من عدم وجود الحكم التحكيمي.‬‬ ‫• عدم الادلاء بما يفيد القيام بإجراء الايداع سواء من طرفه طالب التذييل او من طرف‬‬ ‫المحكم - طلب التذييل بالصيغة التنفيذية للحكم التحكيمي سابق لأوانه.‬‬ ‫• تبرر تواجهية المسطرة بكونها الاكثر ضمانا للطرفين - قرر القانون الجديد للتحكيم‬‬ ‫صراحة قاعدة تواجهية مسطرة التذييل بالصيغة التنفيذية طبقا للمادة ‪ 67‬منه.‬‬‬,
2023/8227/287,2023/8227/876,2023-02-02,محكمة الاستئناف التجارية بالدار البيضاء,الإختصاص,
2022/8205/3871,2023/8205/866,2023-02-02,محكمة الاستئناف التجارية بالدار البيضاء,الأصول التجارية,
2022/8205/5105,2023/8205/871,2023-02-02,محكمة الاستئناف التجارية بالدار البيضاء,الأصول التجارية,
2022/8205/2991,2023/8205/877,2023-02-02,محكمة الاستئناف التجارية بالدار البيضاء,الأصول التجارية,
2022/8205/848,2023/8205/885,2023-02-02,محكمة الاستئناف التجارية بالدار البيضاء,الأصول التجارية,
2022/8205/5063,2023/8205/911,2023-02-02,محكمة الاستئناف التجارية بالدار البيضاء,الأصول التجارية,
2022/8205/5719,2023/8205/912,2023-02-02,محكمة الاستئناف التجارية بالدار البيضاء,الأصول التجارية,
2022/8205/4559,2023/8205/868,2023-02-02,محكمة الاستئناف التجارية بالدار البيضاء,الأصول التجارية,
2022/8220/3522,2023/8220/859,2023-02-02,محكمة الاستئناف التجارية بالدار البيضاء,المسؤولية البنكية,
2020/8202/3918,2023/8202/813,2023-02-01,محكمة الاستئناف التجارية بالدار البيضاء,المنازعات بين التجار بشأن أعمال تجارية,
2022/8202/3845,2023/8202/131,2023-02-01,محكمة الاستئناف التجارية بالدار البيضاء,المنازعات بين التجار بشأن أعمال تجارية,
2022/8222/4070,2023/8222/846,2023-02-01,محكمة الاستئناف التجارية بالدار البيضاء,القروض البنكية,
2022/8211/1240,2023/8211/817,2023-02-01,محكمة الاستئناف التجارية بالدار البيضاء,المنافسة غير المشروعة والتقليد,
2022/8211/4661,2023/8211/825,2023-02-01,محكمة الاستئناف التجارية بالدار البيضاء,المنافسة غير المشروعة والتقليد,
2022/8211/5254,2023/8211/829,2023-02-01,محكمة الاستئناف التجارية بالدار البيضاء,المنافسة غير المشروعة والتقليد,
2022/8205/5960,2023/8205/835,2023-02-01,محكمة الاستئناف التجارية بالدار البيضاء,الأصول التجارية,
2022/8228/202,2023/8228/815,2023-02-01,محكمة الاستئناف التجارية بالدار البيضاء,المنازعات الناشئة بين الشركات التجارية,
2022/8205/3355,2023/8205/795,2023-01-31,محكمة الاستئناف التجارية بالدار البيضاء,الأصول التجارية,
2022/8224/4482,2023/8224/781,2023-01-31,محكمة الاستئناف التجارية بالدار البيضاء,الأوامر المبنية على طلب المستأنفة,
2021/8232/314,2023/8232/184,2023-01-31,محكمة الاستئناف التجارية بمراكش,إن الدفع بالتقادم دفع موضوعي يمكن اثارته في جميع مراحل التقاضي وفي القضايا التجارية فانه تتقادم الالتزامات الناشئة بين التجار بمناسبة أعمالهم التجارية بمضي خمس سنوات.,معاينة القرار الاستئنافي
2022/8202/6107,2023/8202/756,2023-01-30,محكمة الاستئناف التجارية بالدار البيضاء,المنازعات بين التجار بشأن أعمال تجارية,
2022/8206/5714,2023/8206/759,2023-01-30,محكمة الاستئناف التجارية بالدار البيضاء,منازعات ظهير 24 ماي 1955,
2022/8206/4844,2023/8206/772,2023-01-30,محكمة الاستئناف التجارية بالدار البيضاء,منازعات ظهير 24 ماي 1955,
2022/8205/5715,2023/8205/760,2023-01-30,محكمة الاستئناف التجارية بالدار البيضاء,الأصول التجارية,
2021/8205/6123,2023/8205/765,2023-01-30,محكمة الاستئناف التجارية بالدار البيضاء,الأصول التجارية,
2022/8222/5632,2023/8222/754,2023-01-30,محكمة الاستئناف التجارية بالدار البيضاء,القروض البنكية,
2022/8221/1988,2023/8221/767,2023-01-30,محكمة الاستئناف التجارية بالدار البيضاء,المعاملات البنكية,
2023/8227/155,2023/8227/743,2023-01-30,محكمة الاستئناف التجارية بالدار البيضاء,الإختصاص,
2022/1221/237,2023/1221/298,2023-01-30,محكمة الاستئناف بأكادير,‫• دعوى ايقاف اشغال البناء – وجود نزاع جدي بين الطرفين حول المدعى فيه – محدد‬‬ ‫لعنصر الاستعجال.‬‬ ‫• يتجلى عنصر الاستعجال في دعوى ايقاف اشغال البناء في وجود نزاع جدي بين الطرفين‬‬ ‫حول المدعى فيه.‬‬ ‫• كل واحد من الطرفين ينسب ملكية وحيازة المدعى فيه الى نفسه مستدلا بعقد شراء-‬كل واحد من الطرفين عزز موقفه بوثائق واوامر استعجالية على اساس انها تتعلق بنفس‬‬ الموضوع. - التأكد من قانونية هذا العقد او ذاك ومدى انطباقه على البقعة المدعى فيها- نفاذه‬‬ ‫في مواجهة الطرف الاخر- ترجيحه في الاثبات بالنسبة لموضوع الحق –مدى ونطاق الأوامر‬‬ ‫الاستعجالية المؤيدة لموقف كل طرف- يقتضي مناقشة جوهر الحق- مجال محرم نطاقه على‬‬ ‫قضاء الاستعجال- الاختصاص الأصيل لقضاء الموضوع.‬‬ ‫• ثبوت وجود نزاع جدي بين الطرفين لا يكفي البت فيه بمجرد تلمس ظاهر الوثائق او‬‬ ‫استجلاء ظاهر الحال- خروجه عن نطاق اختصاص القضاء الاستعجالي.‬‬,
2020/8222/3082,2023/8222/702,2023-01-26,محكمة الاستئناف التجارية بالدار البيضاء,القروض البنكية,
2022/8205/6059,2023/8205/725,2023-01-26,محكمة الاستئناف التجارية بالدار البيضاء,الأصول التجارية,
2022/8228/3344,2023/8228/717,2023-01-26,محكمة الاستئناف التجارية بالدار البيضاء,المنازعات الناشئة بين الشركات التجارية,
2022/8228/4056,2023/8228/707,2023-01-26,محكمة الاستئناف التجارية بالدار البيضاء,المنازعات الناشئة بين الشركات التجارية,
